is_label_issue,label_score,given_label,predicted_label
False,0.6128497,C,C
False,0.65736717,B,B
False,0.67164046,B,B
False,0.5993613,C,C
False,0.34693515,C,C
False,0.57337266,B,B
False,0.6090586,D,D
False,0.76118994,B,B
False,0.7739806,F,F
False,0.45149863,C,C
False,0.5780586,C,C
True,0.09061161,B,D
False,0.4847051,C,C
False,0.64444065,D,D
True,0.041640114,D,B
False,0.7935663,B,B
False,0.7812532,A,A
False,0.44608298,F,F
True,0.11400535,B,D
False,0.7154656,B,B
False,0.7937875,B,B
False,0.69481766,C,C
False,0.59680796,C,C
True,0.03441881,A,C
False,0.7867955,C,C
False,0.6845743,C,C
False,0.9234214,A,A
True,0.16941826,F,B
False,0.5435086,B,B
False,0.713075,B,B
False,0.08207879,A,C
False,0.801938,A,A
True,0.11723701,D,B
False,0.6296399,C,C
False,0.9330374,A,A
False,0.6175256,C,C
True,0.16091095,D,B
False,0.3271004,B,B
False,0.46085337,C,C
False,0.8423931,A,A
True,0.07522714,B,D
False,0.6281008,D,D
False,0.5738734,C,C
False,0.8891396,A,A
False,0.7436102,B,B
False,0.14185852,A,C
False,0.47709018,B,B
False,0.44079614,D,D
False,0.44261315,C,C
False,0.49510527,A,A
False,0.9382464,A,A
False,0.57288927,C,C
True,0.12881185,F,B
False,0.6732523,D,D
False,0.7165549,B,B
False,0.5541482,D,D
True,0.07595713,F,B
True,0.039968215,B,D
True,0.050536368,A,C
False,0.78531665,C,C
False,0.61607754,B,B
False,0.63423723,B,B
False,0.51309866,B,B
False,0.8554728,A,A
False,0.98729604,A,A
False,0.64599246,B,B
False,0.69757223,A,A
False,0.68470395,F,F
False,0.93633777,A,A
True,0.1477694,F,B
False,0.7934408,B,B
True,0.01560469,A,C
False,0.6402457,D,D
False,0.40401638,B,B
False,0.55703646,C,C
False,0.48991668,B,B
False,0.95654035,A,A
False,0.6821144,C,C
False,0.78434473,B,B
False,0.97433656,F,F
False,0.8086479,A,A
False,0.61215985,A,A
False,0.443755,B,B
True,0.06788698,D,B
False,0.32004035,D,B
False,0.8376333,A,A
False,0.7738298,A,A
False,0.73334545,B,B
False,0.7821635,F,F
False,0.3972212,B,B
False,0.73403955,C,C
True,0.10185468,D,B
False,0.6312672,B,B
False,0.8277326,F,F
False,0.6924318,B,B
False,0.72885,D,D
False,0.8092351,A,A
False,0.64902157,D,D
False,0.9209167,A,A
False,0.5662581,C,C
False,0.59474355,B,B
False,0.7207014,C,C
False,0.46726048,B,B
False,0.9811489,A,A
False,0.36563623,D,D
True,0.23994255,D,B
False,0.74225116,F,F
False,0.7315617,B,B
True,0.099177204,A,D
False,0.72108835,A,A
False,0.69571775,C,C
False,0.75781924,C,C
False,0.474515,C,C
False,0.49820343,A,A
False,0.25832412,D,C
False,0.6299673,B,B
False,0.54775286,A,A
True,0.14394706,B,D
False,0.88577795,A,A
False,0.83759826,A,A
True,0.066062346,B,D
False,0.46802464,C,C
False,0.7372105,D,D
False,0.80025566,F,F
False,0.91399217,A,A
False,0.96412814,A,A
False,0.9479088,A,A
False,0.71098995,F,F
False,0.64933026,F,F
True,0.13972203,D,B
True,0.060935136,A,F
False,0.48156506,C,C
False,0.7621592,B,B
False,0.2148585,D,C
False,0.214518,D,C
True,0.03773208,F,C
False,0.9184322,A,A
True,0.0734425,D,B
False,0.2611041,D,C
True,0.07063564,A,D
True,0.09303985,F,A
False,0.5253143,D,D
False,0.31638858,D,A
True,0.07960459,B,D
True,0.055475533,F,C
False,0.76238877,F,F
False,0.907411,A,A
False,0.69958234,B,B
False,0.9392932,F,F
False,0.6873969,B,B
False,0.12806013,F,C
False,0.554111,A,A
True,0.12826799,F,B
False,0.60375994,C,C
False,0.6683548,B,B
False,0.62625057,C,C
False,0.70475703,F,F
False,0.4864036,D,D
True,0.09058441,D,B
True,0.06370097,B,D
True,0.027945908,F,C
True,0.06678111,A,C
False,0.6417304,C,C
False,0.64263195,B,B
False,0.57781756,B,B
False,0.86731005,F,F
False,0.5883513,B,B
False,0.8000324,F,F
False,0.7141159,B,B
True,0.03457871,F,B
False,0.6528276,A,A
False,0.8422765,A,A
False,0.87905157,B,B
True,0.083745345,F,A
True,0.1057833,B,D
False,0.7021484,B,B
False,0.62735075,D,D
False,0.6568336,B,B
True,0.088271715,D,B
True,0.12085582,F,B
False,0.7847454,C,C
False,0.5146997,B,B
False,0.59143275,C,C
False,0.96340275,A,A
True,0.17480847,D,B
False,0.5240107,D,D
False,0.68597245,D,D
False,0.75196624,B,B
False,0.55742717,C,C
False,0.80901945,B,B
True,0.073249504,D,B
False,0.6674445,F,F
False,0.7437476,B,B
True,0.20967646,D,B
False,0.47763625,B,B
True,0.26916754,B,D
False,0.70164347,C,C
True,0.097477734,D,B
False,0.6423045,D,D
True,0.07360057,D,B
False,0.7067814,A,A
False,0.96037966,A,A
False,0.8394107,C,C
False,0.54210496,C,C
False,0.706076,B,B
False,0.66307443,D,D
False,0.77628434,D,D
False,0.69469124,C,C
True,0.060357966,D,B
False,0.7940741,D,D
True,0.076264136,F,A
False,0.85322833,F,F
True,0.10961851,F,B
False,0.8620426,A,A
False,0.7614698,C,C
False,0.95955664,A,A
False,0.66101843,C,C
False,0.5278138,C,C
False,0.7133877,B,B
False,0.51304394,D,D
False,0.78118956,A,A
False,0.68264145,C,C
False,0.88114,A,A
True,0.06282669,F,C
False,0.71040773,D,D
False,0.35468593,D,D
False,0.5608768,A,A
False,0.43174577,D,D
False,0.6703038,C,C
False,0.9808491,A,A
True,0.2272679,D,B
False,0.6832032,D,D
False,0.53531843,C,C
False,0.05467966,F,C
False,0.79808444,A,A
False,0.6826648,B,B
False,0.9577205,A,A
False,0.58977336,C,C
False,0.37018082,D,B
False,0.489078,B,B
False,0.82044154,B,B
False,0.6304575,C,C
False,0.6182026,C,C
False,0.66226107,A,A
False,0.9104065,A,A
False,0.6095935,B,B
False,0.8504498,B,B
False,0.7634454,C,C
False,0.7410156,A,A
False,0.92957133,A,A
False,0.89130944,A,A
False,0.49028003,A,A
False,0.47730893,D,D
False,0.5750201,B,B
False,0.5868474,B,B
False,0.44354936,B,B
False,0.73159945,A,A
False,0.9088907,A,A
False,0.55683905,F,F
False,0.29862934,D,D
False,0.1799837,D,A
False,0.60106224,C,C
False,0.848734,A,A
False,0.27906516,B,B
True,0.075449936,F,C
False,0.7772183,D,D
False,0.8773275,A,A
False,0.66477937,D,D
True,0.15833095,B,C
False,0.6116608,C,C
False,0.5652399,B,B
True,0.111113414,F,A
True,0.05421995,F,B
False,0.5623599,C,C
False,0.36531436,B,B
False,0.9777541,A,A
False,0.34720823,D,D
False,0.6451338,F,F
False,0.614063,C,C
False,0.69661033,F,F
False,0.65545744,C,C
False,0.7983546,A,A
False,0.6858752,A,A
False,0.6190407,C,C
True,0.042940237,A,F
True,0.042983163,B,D
False,0.7501294,F,F
False,0.7432941,B,B
False,0.43405128,C,C
False,0.68898493,C,C
False,0.13529865,D,C
True,0.04577941,A,C
False,0.72200173,D,D
False,0.56613135,B,B
False,0.5533074,A,A
False,0.9462952,A,A
False,0.7381668,B,B
False,0.7171061,B,B
False,0.6154554,C,C
False,0.8464925,F,F
False,0.5194714,C,C
True,0.0355569,B,D
False,0.7692048,A,A
True,0.06376669,B,D
False,0.5949315,C,C
False,0.7873565,F,F
False,0.8231063,F,F
False,0.9102448,A,A
False,0.86355734,B,B
False,0.38953343,D,D
False,0.70164776,C,C
False,0.6682855,D,D
False,0.69239616,C,C
False,0.7846608,B,B
False,0.7973917,C,C
False,0.7402396,C,C
False,0.7106766,B,B
False,0.69738966,B,B
True,0.014318825,F,C
False,0.7637641,C,C
False,0.43730804,B,B
False,0.7190585,C,C
False,0.099727415,A,C
False,0.7039596,C,C
True,0.16072509,F,B
True,0.12836468,D,B
False,0.5278959,C,C
False,0.5487634,A,A
False,0.6911855,C,C
False,0.4600317,B,B
False,0.73488516,B,B
False,0.6010606,B,B
True,0.041658916,F,A
False,0.66053766,C,C
False,0.7384424,C,C
False,0.5987205,C,C
False,0.560594,B,B
False,0.49729466,A,A
False,0.7931795,F,F
False,0.7078262,A,A
False,0.6289982,B,B
False,0.7050167,A,A
False,0.83096504,C,C
False,0.7772746,C,C
False,0.738399,F,F
False,0.69979686,A,A
True,0.14717665,B,D
False,0.73015577,F,F
False,0.5426119,C,C
False,0.6159871,D,D
False,0.6372583,A,A
False,0.8238596,C,C
False,0.71974254,B,B
False,0.8973953,F,F
True,0.027564565,F,A
False,0.9512744,F,F
False,0.5582245,C,C
False,0.96458113,A,A
False,0.76231104,B,B
False,0.95294607,A,A
False,0.4758609,C,C
False,0.6702712,C,C
False,0.7749747,D,D
False,0.95103693,A,A
False,0.55651027,B,B
False,0.6000941,A,A
False,0.65677506,B,B
True,0.051631577,D,B
True,0.35860544,B,D
False,0.7819525,A,A
False,0.6653333,B,B
False,0.6114895,B,B
False,0.30790734,C,D
False,0.47545227,A,A
False,0.95384425,A,A
False,0.66194177,B,B
False,0.4188757,D,D
False,0.9144954,F,F
True,0.062370162,F,C
False,0.5474972,C,C
False,0.69608593,A,A
False,0.6728399,B,B
True,0.17491081,D,B
True,0.04947121,A,F
False,0.6906717,C,C
False,0.7319052,B,B
False,0.64714694,B,B
False,0.71135986,A,A
False,0.57342774,A,A
False,0.59255207,B,B
False,0.6420234,B,B
True,0.051716585,F,B
False,0.6277941,D,D
False,0.72606444,F,F
False,0.685639,A,A
False,0.6784543,C,C
False,0.89304155,F,F
False,0.6029171,A,A
False,0.39411527,D,D
False,0.6082456,C,C
False,0.3146091,C,C
True,0.3229743,B,D
False,0.7043684,C,C
False,0.5226659,D,D
True,0.047436282,A,C
False,0.76370233,C,C
False,0.44356236,C,C
False,0.75624245,B,B
False,0.68808424,B,B
False,0.08031897,A,C
True,0.055146735,A,C
False,0.59853023,B,B
True,0.14591557,F,A
False,0.97427964,A,A
False,0.9586376,A,A
False,0.6689173,C,C
False,0.794902,A,A
False,0.75421125,C,C
False,0.79874146,A,A
False,0.8024821,A,A
False,0.80111134,D,D
False,0.5476346,D,D
False,0.6103197,D,D
False,0.7986066,A,A
False,0.5283256,B,B
False,0.66649246,C,C
False,0.6709361,B,B
False,0.56024164,F,F
False,0.6799991,C,C
False,0.70004046,F,F
False,0.43676308,B,B
False,0.08874314,F,C
False,0.82799083,A,A
True,0.07228518,F,B
False,0.6310888,F,F
False,0.46045977,B,B
False,0.5804263,C,C
True,0.09730542,F,B
False,0.081928045,A,C
False,0.72885275,A,A
True,0.11675434,B,D
False,0.60744804,C,C
False,0.7159424,C,C
False,0.6591236,B,B
False,0.74270415,A,A
False,0.90687764,F,F
False,0.8800884,A,A
False,0.7167218,B,B
False,0.6198714,C,C
False,0.62038845,C,C
False,0.9266782,A,A
False,0.5997829,D,D
False,0.59442925,C,C
False,0.8352665,A,A
False,0.38926956,B,B
False,0.50768024,D,D
True,0.0724567,D,B
True,0.02861445,F,A
False,0.5636329,C,C
False,0.62554336,D,D
False,0.6133099,B,B
False,0.60008925,B,B
False,0.70320386,B,B
False,0.6298135,B,B
False,0.64181817,B,B
False,0.61450905,B,B
False,0.56900245,B,B
False,0.58502835,D,D
False,0.12192428,A,C
True,0.31579226,B,D
False,0.7704391,B,B
False,0.5121305,C,C
False,0.64215636,B,B
False,0.5527939,C,C
False,0.7118039,B,B
False,0.7244623,B,B
True,0.012964584,F,A
False,0.67122567,A,A
False,0.31487283,D,D
False,0.6986002,C,C
False,0.98305386,A,A
False,0.3014089,C,C
False,0.71899545,C,C
False,0.9578433,A,A
False,0.39980707,C,C
False,0.85044634,A,A
False,0.5876207,D,D
True,0.038782507,D,B
False,0.7593479,C,C
False,0.5371073,B,B
False,0.9796267,A,A
True,0.07432809,F,B
False,0.6017818,D,D
False,0.7541926,B,B
False,0.64493746,B,B
False,0.75756425,B,B
True,0.12387165,A,F
False,0.698242,B,B
True,0.056146182,D,B
False,0.6928713,B,B
False,0.75264233,C,C
False,0.6774389,B,B
True,0.16307993,D,B
False,0.6547496,A,A
False,0.45748547,B,B
False,0.6160771,A,A
False,0.6073718,B,B
False,0.9113064,A,A
False,0.78138226,D,D
False,0.7283147,A,A
False,0.46815786,D,D
False,0.51415646,A,A
False,0.5814479,D,D
False,0.057362556,F,C
False,0.6691546,A,A
False,0.74487305,A,A
False,0.82793915,A,A
True,0.10072434,F,A
False,0.3412046,D,D
False,0.768238,F,F
False,0.55488604,D,D
False,0.86900234,F,F
False,0.67085695,D,D
False,0.6908281,F,F
False,0.5916075,C,C
False,0.97274595,A,A
True,0.10175231,D,B
False,0.7210735,B,B
True,0.15284258,F,A
False,0.18713652,F,B
False,0.60793567,C,C
False,0.89712447,A,A
False,0.6450956,B,B
False,0.6737904,C,C
False,0.5256055,D,D
False,0.56705123,F,F
False,0.63060486,B,B
False,0.38575995,C,C
False,0.7022621,C,C
True,0.056479268,F,A
False,0.9305266,F,F
True,0.10712225,A,D
False,0.8477336,A,A
False,0.62545735,A,A
False,0.6220552,B,B
True,0.059748843,F,C
False,0.39220864,D,D
False,0.89620847,D,D
True,0.08376936,F,B
False,0.5857189,C,C
True,0.13633724,F,A
False,0.42107153,C,C
True,0.04643601,F,C
True,0.054334078,A,C
False,0.7657075,C,C
False,0.46034595,C,C
False,0.21642463,A,D
False,0.5547815,C,C
False,0.55073935,C,C
False,0.76054883,B,B
False,0.49301645,D,D
True,0.067155614,D,B
False,0.18383072,D,F
False,0.51589847,B,B
False,0.4958721,B,B
False,0.5000071,D,D
False,0.7058513,B,B
False,0.1081244,F,C
False,0.8326453,A,A
False,0.66536146,B,B
False,0.90461755,F,F
False,0.62096965,B,B
False,0.3588265,B,B
False,0.7037966,B,B
False,0.7123869,C,C
False,0.4566942,D,D
False,0.48779848,C,C
False,0.8496729,A,A
False,0.67799944,A,A
True,0.14951974,F,A
False,0.5420179,B,B
False,0.894662,A,A
False,0.5240107,D,D
False,0.5480222,D,D
True,0.04982628,A,C
False,0.92760515,A,A
False,0.6761905,C,C
False,0.7078199,C,C
False,0.7890925,A,A
True,0.11486862,F,B
False,0.5657466,D,D
False,0.9169519,A,A
False,0.7072364,F,F
False,0.75164,B,B
False,0.88591933,F,F
True,0.07116115,D,B
False,0.6717347,A,A
True,0.024163028,F,B
False,0.9227744,A,A
False,0.72111154,D,D
False,0.5812925,C,C
False,0.74417335,C,C
False,0.560685,B,B
True,0.10204933,B,D
False,0.695573,B,B
False,0.73362625,B,B
False,0.6520709,B,B
True,0.431253,B,D
False,0.91393924,A,A
False,0.7230778,B,B
False,0.64443874,C,C
False,0.50187635,D,D
True,0.10232504,F,B
False,0.69881403,A,A
False,0.8175373,D,D
False,0.64295197,B,B
False,0.94039947,A,A
False,0.59830713,C,C
False,0.939893,F,F
True,0.01778311,F,C
False,0.980846,A,A
True,0.14003088,D,B
False,0.60053474,B,B
False,0.62839943,C,C
False,0.5446925,D,D
False,0.64144284,A,A
False,0.49720317,B,B
False,0.90437233,A,A
False,0.754844,B,B
True,0.0739457,A,C
False,0.6827344,A,A
True,0.10857772,A,D
False,0.72474843,A,A
False,0.8879846,A,A
False,0.5001717,C,C
False,0.7772836,B,B
False,0.72063625,B,B
True,0.027119745,A,F
False,0.6400995,B,B
False,0.96914715,A,A
False,0.10854354,A,C
True,0.050024405,D,B
False,0.7028518,A,A
False,0.7511879,B,B
False,0.73007333,C,C
False,0.6568343,C,C
False,0.98389107,F,F
False,0.7873232,C,C
True,0.08080157,A,C
False,0.72222376,D,D
True,0.062928334,F,A
True,0.14171924,D,B
False,0.69413525,D,D
True,0.10599553,D,B
False,0.792263,B,B
False,0.7589346,B,B
False,0.93062127,A,A
False,0.49637255,B,B
False,0.6715,B,B
False,0.98581076,A,A
True,0.035719953,A,F
False,0.56659853,B,B
False,0.7152344,B,B
False,0.43397158,D,D
False,0.5995577,B,B
False,0.5828058,A,A
True,0.05106654,F,A
False,0.43794295,D,D
False,0.6009008,B,B
False,0.14641123,A,C
False,0.53968114,C,C
False,0.93875796,A,A
False,0.50634074,C,C
True,0.051964507,F,B
False,0.73646724,C,C
False,0.87147117,A,A
True,0.11643617,F,B
False,0.669377,A,A
False,0.55189896,D,D
False,0.27397314,F,D
True,0.03245152,A,C
False,0.66020256,D,D
False,0.77260387,B,B
False,0.9088671,A,A
False,0.82343465,F,F
False,0.6625549,B,B
True,0.04336209,F,B
False,0.41336113,C,C
False,0.734563,A,A
True,0.018974723,B,D
False,0.7627122,B,B
False,0.5840795,A,A
False,0.6469391,F,F
True,0.102343954,B,D
False,0.8826641,F,F
False,0.7011483,C,C
False,0.5996611,B,B
True,0.06580781,A,C
False,0.96400183,A,A
False,0.15874964,A,D
False,0.6844019,C,C
False,0.7126338,B,B
True,0.14196074,F,B
False,0.71088725,C,C
False,0.6549874,B,B
True,0.026969006,A,D
False,0.9121455,F,F
False,0.65469056,B,B
False,0.8144974,A,A
False,0.11618209,F,C
True,0.2664013,F,D
False,0.6097595,D,D
False,0.7980973,A,A
False,0.8433252,F,F
False,0.7040415,B,B
False,0.67623377,C,C
False,0.8074711,B,B
False,0.7321285,C,C
False,0.7244097,C,C
False,0.051763114,F,C
False,0.7072449,B,B
False,0.54929584,C,C
False,0.917929,A,A
False,0.11008848,A,C
False,0.6310529,F,F
False,0.6555869,B,B
False,0.6266847,C,C
True,0.07394222,F,C
False,0.5995447,D,D
False,0.6673081,C,C
False,0.7254307,C,C
False,0.93947005,F,F
False,0.50186706,B,B
False,0.43738347,D,D
False,0.70097744,C,C
False,0.7710859,B,B
False,0.63175154,B,B
False,0.8931424,A,A
False,0.5179527,A,A
False,0.8914007,A,A
False,0.5045618,D,D
False,0.6198855,B,B
False,0.6163452,C,C
False,0.67236125,B,B
True,0.053411096,F,A
False,0.9531241,A,A
False,0.47229728,D,D
False,0.29492232,D,D
False,0.7634295,D,D
False,0.61960894,C,C
False,0.5732448,C,C
False,0.64644784,B,B
False,0.6654737,B,B
False,0.71345085,B,B
False,0.8255113,F,F
False,0.2651785,D,B
False,0.8797273,A,A
False,0.6034319,B,B
False,0.7406835,A,A
False,0.8758104,F,F
True,0.04815962,A,C
False,0.7012492,F,F
False,0.49909714,C,C
False,0.5358919,F,F
True,0.096025825,A,D
True,0.05245116,F,B
False,0.46018153,A,A
False,0.7307592,A,A
False,0.3372387,D,D
False,0.64606154,B,B
False,0.7492606,B,B
False,0.719177,B,B
False,0.43762496,D,D
False,0.49958906,C,C
True,0.08239746,F,C
False,0.76224846,A,A
False,0.6669408,D,D
False,0.5712299,C,C
False,0.6441132,B,B
False,0.9556572,A,A
False,0.49287546,C,C
True,0.11791962,F,D
False,0.8392748,A,A
False,0.7220217,B,B
False,0.4073914,D,D
False,0.48326284,B,B
False,0.9411785,A,A
True,0.09975989,F,A
False,0.74409044,B,B
False,0.71497375,B,B
False,0.6645188,B,B
False,0.13389315,D,A
False,0.37105125,C,C
False,0.9371626,A,A
False,0.8577716,A,A
True,0.055305347,F,B
False,0.5831917,B,B
False,0.6380883,C,C
False,0.74900895,C,C
True,0.2547929,D,B
True,0.078796364,F,A
False,0.67952013,B,B
False,0.84213763,F,F
False,0.8616869,A,A
False,0.60438436,B,B
False,0.77475524,F,F
False,0.7351672,F,F
False,0.31987083,B,B
False,0.8190392,F,F
False,0.30733865,B,B
False,0.97219014,A,A
True,0.0741794,F,B
False,0.5131126,C,C
False,0.43681777,B,B
True,0.18230057,D,B
True,0.076612666,A,C
True,0.057527862,A,C
True,0.10432342,F,B
False,0.66164315,C,C
True,0.3101432,B,D
False,0.70333534,A,A
False,0.6796087,A,A
False,0.80970216,F,F
False,0.6610022,B,B
False,0.71235925,B,B
False,0.66440254,B,B
False,0.70034033,F,F
True,0.36298373,D,B
True,0.19256288,A,F
False,0.57628775,C,C
False,0.634796,C,C
False,0.67792904,C,C
False,0.85491014,B,B
False,0.61099803,C,C
False,0.90737027,A,A
False,0.94757944,F,F
True,0.059238598,F,C
False,0.6010777,B,B
False,0.81758964,C,C
False,0.7090756,B,B
True,0.025010493,B,D
False,0.44241917,D,D
False,0.7209824,C,C
False,0.9399562,A,A
False,0.70307255,B,B
False,0.49263856,A,A
False,0.86295104,A,A
False,0.12470542,A,C
False,0.632415,B,B
True,0.11737037,D,B
False,0.62736493,D,D
False,0.6234334,A,A
False,0.86793274,C,C
False,0.08934359,A,C
True,0.22321986,A,F
False,0.3841017,B,B
False,0.5642365,D,D
False,0.79015464,A,A
False,0.85644746,F,F
False,0.6702128,B,B
False,0.6527025,C,C
False,0.75254333,B,B
True,0.118772075,D,B
False,0.6012594,B,B
True,0.03997939,D,B
True,0.14100528,F,B
False,0.85540617,A,A
False,0.2757988,B,A
False,0.9553307,A,A
False,0.65574205,B,B
False,0.5376387,B,B
False,0.5228581,B,B
True,0.035693005,F,C
False,0.5023974,B,B
False,0.09943156,A,C
True,0.1129087,D,B
False,0.7432527,C,C
False,0.26742798,A,D
False,0.49621418,C,C
False,0.94058126,A,A
False,0.6662272,B,B
False,0.6228715,D,D
True,0.24404153,D,B
False,0.6182655,B,B
False,0.8625575,D,D
True,0.025098832,A,C
True,0.29917875,D,B
False,0.55805767,B,B
False,0.34966537,D,D
False,0.6311641,D,D
False,0.51243854,B,B
False,0.6589937,B,B
True,0.16871807,F,B
False,0.58480537,C,C
False,0.61354953,C,C
False,0.549295,B,B
False,0.6373375,B,B
False,0.5428702,D,D
False,0.765164,F,F
False,0.65607953,A,A
False,0.13576715,F,C
True,0.111097656,A,C
False,0.8305663,A,A
False,0.6567457,B,B
False,0.7825668,F,F
False,0.62185353,C,C
False,0.7244906,D,D
False,0.6157253,C,C
False,0.12996937,A,C
False,0.43127453,A,A
True,0.26384026,D,B
True,0.044500753,A,D
False,0.7927038,C,C
False,0.74724233,C,C
False,0.6327944,D,D
False,0.68172365,B,B
False,0.7334428,B,B
False,0.67541367,C,C
True,0.057385396,F,C
False,0.5924434,D,D
False,0.8235261,A,A
False,0.7413944,F,F
False,0.8027851,B,B
False,0.54792637,D,D
False,0.64537024,B,B
False,0.6689927,C,C
False,0.5570249,B,B
False,0.72947925,B,B
False,0.03490128,F,C
False,0.9213599,A,A
False,0.65981644,B,B
True,0.044006806,A,F
False,0.45166555,C,C
False,0.63599515,A,A
False,0.064844415,F,C
False,0.8947025,A,A
False,0.51046157,F,F
False,0.463695,F,F
False,0.6864315,F,F
False,0.6705841,B,B
False,0.656262,C,C
